        A,         B,    NUM_LANES,    CAPACITY,    DISTANCE,    POSTSPD,    FTC2
     33245,       533,         1,     10000,      1.44,     12.50,         0
     33250,       511,         1,     10000,      0.25,     12.50,         0
     33250,       526,         1,     10000,      0.66,     12.50,         0
     33266,       520,         1,     10000,      1.06,     12.50,         0
     33299,       520,         1,     10000,      1.29,     12.50,         0
     33299,       530,         1,     10000,      1.37,     12.50,         0
     33326,       530,         1,     10000,      2.41,     12.50,         0
     33344,       318,         1,     10000,      0.50,     12.50,         0
     33345,       320,         1,     10000,      0.50,     12.50,         0
     33451,       531,         1,     10000,      1.74,     12.50,         0
     33620,       520,         1,     10000,      1.04,     12.50,         0
     33652,       434,         1,     10000,      0.28,     12.50,         0
     33668,       305,         1,     10000,      0.77,     12.50,         0
     33690,       316,         1,     10000,      1.52,     12.50,         0
     33690,       331,         1,     10000,      0.54,     12.50,         0
     33742,       380,         1,     10000,      0.84,     12.50,         0
     33754,       449,         1,     10000,      0.92,     12.50,         0
     33757,       540,         1,     10000,      0.69,     12.50,         0
     33757,       542,         1,     10000,      1.00,     12.50,         0
     33817,       465,         1,     10000,      0.95,     12.50,         0
     33830,       499,         1,     10000,      0.45,     12.50,         0
     33830,       500,         1,     10000,      0.49,     12.50,         0
     33844,       469,         1,     10000,      1.35,     12.50,         0
     33844,       472,         1,     10000,      1.08,     12.50,         0
     33854,       499,         1,     10000,      0.69,     12.50,         0
     33856,       485,         1,     10000,      0.16,     12.50,         0
     33881,       370,         1,     10000,      0.99,     12.50,         0
     33906,       430,         1,     10000,      0.08,     12.50,         0
     33920,       312,         1,     10000,      0.54,     12.50,         0
     33924,       507,         1,     10000,      1.29,     12.50,         0
     33935,       336,         1,     10000,      0.30,     12.50,         0
     33935,       337,         1,     10000,      0.69,     12.50,         0
     33971,       516,         1,     10000,      1.86,     12.50,         0
     33971,       523,         1,     10000,      1.64,     12.50,         0
     33978,       518,         1,     10000,      0.48,     12.50,         0
     33985,       371,         1,     10000,      0.71,     12.50,         0
     33986,       376,         1,     10000,      0.44,     12.50,         0
     33990,       340,         1,     10000,      0.25,     12.50,         0
     34017,       491,         1,     10000,      0.14,     12.50,         0
     34077,       341,         1,     10000,      0.88,     12.50,         0
     34089,       541,         1,     10000,      0.45,     12.50,         0
     34094,       377,         1,     10000,      0.73,     12.50,         0
     34235,       356,         1,     10000,      0.19,     12.50,         0
     34235,       357,         1,     10000,      0.31,     12.50,         0
     34309,       356,         1,     10000,      0.19,     12.50,         0
     34373,       450,         1,     10000,      1.00,     12.50,         0
     34491,       420,         1,     10000,      0.36,     12.50,         0
     34516,       468,         1,     10000,      0.58,     12.50,         0
     34534,       517,         1,     10000,      0.30,     12.50,         0
     34613,       392,         1,     10000,      1.02,     12.50,         0
     34622,       304,         1,     10000,      0.44,     12.50,         0
     34622,       324,         1,     10000,      0.79,     12.50,         0
     34700,       442,         1,     10000,      0.08,     12.50,         0
     34722,       339,         1,     10000,      0.23,     12.50,         0
     34723,       338,         1,     10000,      0.30,     12.50,         0
     34739,       313,         1,     10000,      0.85,     12.50,         0
     34739,       315,         1,     10000,      0.27,     12.50,         0
     34764,       382,         1,     10000,      1.00,     12.50,         0
     34764,       403,         1,     10000,      0.82,     12.50,         0
     34777,       441,         1,     10000,      0.66,     12.50,         0
     34804,       468,         1,     10000,      1.66,     12.50,         0
     34804,       471,         1,     10000,      1.01,     12.50,         0
     34867,       440,         1,     10000,      0.81,     12.50,         0
     34894,       362,         1,     10000,      0.50,     12.50,         0
     34894,       384,         1,     10000,      0.53,     12.50,         0
     35305,       444,         1,     10000,      0.83,     12.50,         0
     36249,       352,         1,     10000,      0.60,     12.50,         0
     36253,       363,         1,     10000,      0.70,     12.50,         0
     36261,       335,         1,     10000,      1.17,     12.50,         0
